Parameter,Parameter Code,Method Code,Recording Mode,Collection Description,Analysis Description,Method Type,Reference Method ID,Equivalent Method,Federal MDL,Min Value,Max Value,Digits,Round Truncate Indicator,Units
m/p Xylene,45109,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
m/p Xylene,45109,117,Intermittent,TENAX SORBENT CARTRIDGE,GC/MS,,,,3.2,-3.2,,2,R,Parts per billion Carbon
m/p Xylene,45109,118,Intermittent,TENAX SORBENT CARTRIDGE,GC-FID/ECD,,,,0.08,-0.08,,3,R,Parts per billion Carbon
m/p Xylene,45109,119,Intermittent,PERSONAL PUMP MOLECULAR SIEVE,GC/MS,,,,0.08,-0.08,,2,R,Parts per billion Carbon
m/p Xylene,45109,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
m/p Xylene,45109,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
m/p Xylene,45109,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
m/p Xylene,45109,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
m/p Xylene,45109,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
m/p Xylene,45109,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
m/p Xylene,45109,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
m/p Xylene,45109,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.01,-0.01,,2,R,Parts per billion Carbon
m/p Xylene,45109,134,Continuous,Semi-Continuous Analyzer,GC/PID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
m/p Xylene,45109,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
m/p Xylene,45109,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
m/p Xylene,45109,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.48,-0.48,,2,R,Parts per billion Carbon
m/p Xylene,45109,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,1.34709,-1.34709,,4,R,Parts per billion Carbon
m/p Xylene,45109,144,Intermittent,"3 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
m/p Xylene,45109,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
m/p Xylene,45109,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
m/p Xylene,45109,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.68,-0.68,,2,R,Parts per billion Carbon
m/p Xylene,45109,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
m/p Xylene,45109,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
m/p Xylene,45109,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
m/p Xylene,45109,151,Intermittent,6L PRESSURIZED CANISTER,CAPILLARY GC-ECD/PID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
m/p Xylene,45109,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
m/p Xylene,45109,153,Intermittent,Pressurized Canister,GC with Multiple Detectors,,,,0.8,-0.8,,2,R,Parts per billion Carbon
m/p Xylene,45109,168,Intermittent,6L PRESSURIZED CANISTER,PACKED COLUMN GC - ECD/PID,,,,4.8,-4.8,,2,R,Parts per billion Carbon
m/p Xylene,45109,169,Intermittent,TEDLAR BAG,PACKED COLUMN GC - ECD/PID,,,,4.8,-4.8,,2,R,Parts per billion Carbon
m/p Xylene,45109,171,Intermittent,6L Pressurized Canister,Precon Saturn GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
m/p Xylene,45109,172,Intermittent,6L Pressurized Canister,Precon HP GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
m/p Xylene,45109,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
m/p Xylene,45109,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.4,-0.4,,2,R,Parts per billion Carbon
m/p Xylene,45109,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
m/p Xylene,45109,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,,,,0.16,-0.16,,3,R,Parts per billion Carbon
m/p Xylene,45109,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.54,-0.54,,2,R,Parts per billion Carbon
m/p Xylene,45109,903,Intermittent,SKC Pump Charcoal Tube,GC/FID NIOSH 1501,,,,8.78,-8.78,,2,R,Parts per billion Carbon
n-Amyl alcohol,43307,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Amyl alcohol,43307,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Amyl alcohol,43307,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Amyl alcohol,43307,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,91,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,104,Intermittent,TENAX/SPHEROCARB-SORBENT-TRAP,HEAT DESORPTION GC-FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
n-Butane,43212,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Butane,43212,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
n-Butane,43212,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Butane,43212,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Butane,43212,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.1,,,2,R,Parts per billion Carbon
n-Butane,43212,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,0.52688,-0.52688,,4,R,Parts per billion Carbon
n-Butane,43212,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,1.65,-1.65,,2,R,Parts per billion Carbon
n-Butane,43212,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butane,43212,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Butane,43212,176,Intermittent,6L SUBAMBIENT SS-CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Butane,43212,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butyl acrylate,43440,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butyl alcohol,43305,119,Intermittent,PERSONAL PUMP MOLECULAR SIEVE,GC/MS,,,,0.04,-0.04,,2,R,Parts per billion Carbon
n-Butyl alcohol,43305,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butyl alcohol,43305,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butyl alcohol,43305,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,7.92,-7.92,,2,R,Parts per billion Carbon
n-Butyl alcohol,43305,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butyl alcohol,43305,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Butyl alcohol,43305,150,Intermittent,SS 6L - PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,91,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Decane,43238,124,Intermittent,6L PRESSURIZED CANISTER,DUAL FID,,,,1,-1,,1,R,Parts per billion Carbon
n-Decane,43238,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Decane,43238,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Decane,43238,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.6,-0.6,,2,R,Parts per billion Carbon
n-Decane,43238,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,4.27655,-4.27655,,4,R,Parts per billion Carbon
n-Decane,43238,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.92,-0.92,,2,R,Parts per billion Carbon
n-Decane,43238,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Decane,43238,176,Intermittent,6L SUBAMBIENT SS-CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Decane,43238,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Decane,43238,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,0.89,-0.89,,2,R,Parts per billion Carbon
"n-Decane & 1,2,4-trimethylbenzene",43348,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Dodecane,43141,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.85,-0.85,,2,R,Parts per billion Carbon
n-Dodecane,43141,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Dodecane,43141,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Dodecane,43141,124,Intermittent,6L PRESSURIZED CANISTER,DUAL FID,,,,1,-1,,1,R,Parts per billion Carbon
n-Dodecane,43141,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,3,R,Parts per billion Carbon
n-Dodecane,43141,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Dodecane,43141,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Dodecane,43141,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,0.9533,-0.9533,,4,R,Parts per billion Carbon
n-Dodecane,43141,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Dodecane,43141,149,Intermittent,6L Subatm CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Dodecane,43141,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Dodecane,43141,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Dodecane,43141,202,Continuous,SILICA-DNPH-CART-KI O3 SCRUB,HPLC ULTRAVIOLET ABSORPTION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Dodecane,43141,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,0.9,-0.9,,2,R,Parts per billion Carbon
n-Heptane,43232,91,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Heptane,43232,113,Intermittent,SS-Canister_Pressurized,Capillary GC ITD Mass Spectro,,,,0.07,-0.07,,2,R,Parts per billion Carbon
n-Heptane,43232,116,Intermittent,MIXED SORBENT CARTRIDGE2,GC/MS,,,,29.4,-29.4,,1,R,Parts per billion Carbon
n-Heptane,43232,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Heptane,43232,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
n-Heptane,43232,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Heptane,43232,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Heptane,43232,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.42,-0.42,,2,R,Parts per billion Carbon
n-Heptane,43232,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,0.45033,-0.45033,,4,R,Parts per billion Carbon
n-Heptane,43232,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.93,-0.93,,2,R,Parts per billion Carbon
n-Heptane,43232,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Heptane,43232,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.08,-0.08,,2,R,Parts per billion Carbon
n-Heptane,43232,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Heptane,43232,902,Intermittent,SKC Pump Charcoal Tube,GC/FID NIOSH 1500,,,,3.35,-3.35,,2,R,Parts per billion Carbon
n-Heptane,43232,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,1.09,-1.09,,2,R,Parts per billion Carbon
n-Hexadecane,16210,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,0.59,0,,2,R,Micrograms/cubic meter (25 C)
n-Hexane,43231,91,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,104,Intermittent,TENAX/SPHEROCARB-SORBENT-TRAP,HEAT DESORPTION GC-FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,109,Intermittent,SS-CANISTER-SUBAMBIENT-PRESURE,GAS CHROMATOGRAPH MASS SELECTIV DET,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Hexane,43231,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,113,Intermittent,SS-Canister_Pressurized,Capillary GC ITD Mass Spectro,,,,0.06,-0.06,,2,R,Parts per billion Carbon
n-Hexane,43231,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
n-Hexane,43231,117,Intermittent,TENAX SORBENT CARTRIDGE,GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Hexane,43231,118,Intermittent,TENAX SORBENT CARTRIDGE,GC-FID/ECD,,,,0.01,-0.01,,3,R,Parts per billion Carbon
n-Hexane,43231,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
n-Hexane,43231,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
n-Hexane,43231,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Hexane,43231,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
n-Hexane,43231,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.36,-0.36,,2,R,Parts per billion Carbon
n-Hexane,43231,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,0.29283,-0.29283,,4,R,Parts per billion Carbon
n-Hexane,43231,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.12,-0.12,,2,R,Parts per billion Carbon
n-Hexane,43231,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
n-Hexane,43231,172,Intermittent,6L Pressurized Canister,Precon HP GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
n-Hexane,43231,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
